127.0.0.1 - - [15/Mar/2021:11:22:52 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/1db0ca42-11a4-4f42-8a3b-b4ecbbdbe27824.jpg HTTP/1.1" 200 89370
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/bbb6fee5-db6d-4389-9f45-a6a29919562d38.jpg HTTP/1.1" 200 67679
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/2d7d0b08-7593-4abd-8fd5-af1bd872727631.jpg HTTP/1.1" 200 47215
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/856acc51-eb48-48e1-924d-3927649717571.png HTTP/1.1" 200 1879826
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/540aba52-2dd4-43d5-b57a-a9f724b4f1d728.jpg HTTP/1.1" 200 88035
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/0d36bc32-8d5a-41a8-ad53-c5b763acb85e20.jpeg HTTP/1.1" 200 97207
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/450e19b6-0113-43d7-aea5-02177872cfae0%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg HTTP/1.1" 404 912
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/Thumbnail/340c4e4f-ba81-4fe9-accd-13ee9e151cb37.jfif HTTP/1.1" 200 216890
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:27:58 +0900] "GET /project/upload/member/99449f7a-1d8f-4735-8ab6-700d9e514fd0mem13.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:28:26 +0900] "GET /project/hodu/board/item/item-category?page=2&range=1&item_type=% HTTP/1.1" 200 24519
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:28:26 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:28:26 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:28:26 +0900] "GET /project/upload/member/99449f7a-1d8f-4735-8ab6-700d9e514fd0mem13.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:28:26 +0900] "GET /project/upload/Thumbnail/450e19b6-0113-43d7-aea5-02177872cfae0%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg HTTP/1.1" 404 912
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:45 +0900] "GET /project/hodu/board/item/item-category?page=2&range=1&item_type=% HTTP/1.1" 200 24519
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:45 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:45 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:45 +0900] "GET /project/upload/Thumbnail/450e19b6-0113-43d7-aea5-02177872cfae0%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg HTTP/1.1" 404 912
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:45 +0900] "GET /project/upload/member/99449f7a-1d8f-4735-8ab6-700d9e514fd0mem13.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:45 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/hodu/board/item/item-category HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/upload/Thumbnail/910b427f-425d-4bc6-b762-61be1e3b7162%ED%8F%AC%EB%A5%B4%ED%88%AC%EA%B0%88%EC%96%B4.jpg HTTP/1.1" 404 929
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/upload/Thumbnail/7b0d4399-abf2-4e04-b529-2fa8c84274f1%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4.jpg HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/upload/Thumbnail/381e9d2d-f871-40da-b106-3e66c65bb097%EC%9D%BC%EB%B3%B8%EC%96%B4%EC%8D%B8.jpg HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/upload/Thumbnail/940a94f6-8903-4bb1-9740-873e21830d5a%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94.JPG HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/upload/Thumbnail/cf731306-cb72-4da8-b204-88e7eba72e0e%EC%A4%91%EA%B5%AD%EC%96%B4.jpg HTTP/1.1" 404 911
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:31:49 +0900] "GET /project/upload/member/a9898458-3cf6-4698-ba40-a67d953cb706mem19.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/hodu/board/item/item-category HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets_headfoot/css/header.css HTTP/1.1" 200 7665
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets_detail/css/font-awesome.min.css HTTP/1.1" 200 20766
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/css/hodu.css HTTP/1.1" 200 47546
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets_headfoot/js/custom.js HTTP/1.1" 200 2464
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/js/breakpoints.min.js HTTP/1.1" 200 2438
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/js/util.js HTTP/1.1" 200 11847
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/js/jquery.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/js/main.js HTTP/1.1" 200 819
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/js/browser.min.js HTTP/1.1" 200 1850
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/js/jquery.dropotron.min.js HTTP/1.1" 200 5105
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets_headfoot/css/footer.css HTTP/1.1" 200 3068
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/3e1b5590-2f43-4170-9b01-29b0799f5781dog01.jpg HTTP/1.1" 200 113488
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/image/hoduC.png HTTP/1.1" 200 12947
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/member/c6a5a5df-c967-4c5a-85c1-b44d597090a4mem1.jpg HTTP/1.1" 200 31631
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/940a94f6-8903-4bb1-9740-873e21830d5a%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94.JPG HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/member/a9898458-3cf6-4698-ba40-a67d953cb706mem19.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/910b427f-425d-4bc6-b762-61be1e3b7162%ED%8F%AC%EB%A5%B4%ED%88%AC%EA%B0%88%EC%96%B4.jpg HTTP/1.1" 404 929
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/7b0d4399-abf2-4e04-b529-2fa8c84274f1%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4.jpg HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/381e9d2d-f871-40da-b106-3e66c65bb097%EC%9D%BC%EB%B3%B8%EC%96%B4%EC%8D%B8.jpg HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/cf731306-cb72-4da8-b204-88e7eba72e0e%EC%A4%91%EA%B5%AD%EC%96%B4.jpg HTTP/1.1" 404 911
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/7e43ee72-b17a-428b-af0c-8a68badb96301.png HTTP/1.1" 200 381476
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/css/fontawesome-all.min.css HTTP/1.1" 200 55967
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/4beb7caf-4dcf-477e-8cc8-72ece750fde26.jpg HTTP/1.1" 200 99876
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/Thumbnail/7955a17e-0010-4518-a630-2b1822345a7511.jpg HTTP/1.1" 200 88188
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/upload/member/a9898458-3cf6-4698-ba40-a67d953cb706mem19.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:07 +0900] "GET /project/resources/assets/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 75440
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/hodu/board/item/item-category HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/member/a9898458-3cf6-4698-ba40-a67d953cb706mem19.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/Thumbnail/7b0d4399-abf2-4e04-b529-2fa8c84274f1%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4.jpg HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/Thumbnail/910b427f-425d-4bc6-b762-61be1e3b7162%ED%8F%AC%EB%A5%B4%ED%88%AC%EA%B0%88%EC%96%B4.jpg HTTP/1.1" 404 929
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/Thumbnail/940a94f6-8903-4bb1-9740-873e21830d5a%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94.JPG HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/Thumbnail/381e9d2d-f871-40da-b106-3e66c65bb097%EC%9D%BC%EB%B3%B8%EC%96%B4%EC%8D%B8.jpg HTTP/1.1" 404 920
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/Thumbnail/cf731306-cb72-4da8-b204-88e7eba72e0e%EC%A4%91%EA%B5%AD%EC%96%B4.jpg HTTP/1.1" 404 911
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:32:28 +0900] "GET /project/upload/member/a9898458-3cf6-4698-ba40-a67d953cb706mem19.jpg HTTP/1.1" 404 886
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:42 +0900] "GET /project/WEB-INF/views/hodu/main/mainpage.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/hodu/main/mainpage HTTP/1.1" 200 18502
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/lib/slick/slick.css HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/lib/slick/slick-theme.css HTTP/1.1" 200 3133
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/css/style.css HTTP/1.1" 200 24744
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/css/main.css HTTP/1.1" 200 65771
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/images/move3.png HTTP/1.1" 200 71440
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/images/move1.png HTTP/1.1" 200 110838
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/images/move2.png HTTP/1.1" 200 88296
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/images/hodu.png HTTP/1.1" 200 8815
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/images/move4.png HTTP/1.1" 200 119111
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/images/move5.png HTTP/1.1" 200 126945
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/340c4e4f-ba81-4fe9-accd-13ee9e151cb37.jfif HTTP/1.1" 200 216890
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/856acc51-eb48-48e1-924d-3927649717571.png HTTP/1.1" 200 1879826
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/540aba52-2dd4-43d5-b57a-a9f724b4f1d728.jpg HTTP/1.1" 200 88035
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/381e9d2d-f871-40da-b106-3e66c65bb097%EC%9D%BC%EB%B3%B8%EC%96%B4%EC%8D%B8.jpg HTTP/1.1" 200 76146
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/910b427f-425d-4bc6-b762-61be1e3b7162%ED%8F%AC%EB%A5%B4%ED%88%AC%EA%B0%88%EC%96%B4.jpg HTTP/1.1" 200 49143
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/bbb6fee5-db6d-4389-9f45-a6a29919562d38.jpg HTTP/1.1" 200 67679
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/450e19b6-0113-43d7-aea5-02177872cfae0%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg HTTP/1.1" 200 62593
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/940a94f6-8903-4bb1-9740-873e21830d5a%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94.JPG HTTP/1.1" 200 98897
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/upload/Thumbnail/2d7d0b08-7593-4abd-8fd5-af1bd872727631.jpg HTTP/1.1" 200 47215
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/jquery.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/jquery.scrollex.min.js HTTP/1.1" 200 2257
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/jquery.scrolly.min.js HTTP/1.1" 200 831
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/browser.min.js HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/breakpoints.min.js HTTP/1.1" 200 2440
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/util.js HTTP/1.1" 200 12433
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/main.js HTTP/1.1" 200 2610
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/lib/slick/slick.min.js HTTP/1.1" 200 42863
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/lib/easing/easing.min.js HTTP/1.1" 200 2303
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:53 +0900] "GET /project/resources/assets_main/js/main2.js HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/css/fontawesome-all.min.css HTTP/1.1" 200 55967
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/lib/slick/ajax-loader.gif HTTP/1.1" 200 4178
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-brands-400.woff2 HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-solid-900.woff2 HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-regular-400.woff2 HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-solid-900.woff HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-brands-400.woff HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-regular-400.woff HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-solid-900.ttf HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-brands-400.ttf HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:36:55 +0900] "GET /project/resources/assets_main/webfonts/fa-regular-400.ttf HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:00 +0900] "GET /project/hodu/board/item/item-category HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:00 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:00 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:00 +0900] "GET /project/upload/member/a9898458-3cf6-4698-ba40-a67d953cb706mem19.jpg HTTP/1.1" 200 4042
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:00 +0900] "GET /project/upload/Thumbnail/cf731306-cb72-4da8-b204-88e7eba72e0e%EC%A4%91%EA%B5%AD%EC%96%B4.jpg HTTP/1.1" 200 56815
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:00 +0900] "GET /project/upload/Thumbnail/7b0d4399-abf2-4e04-b529-2fa8c84274f1%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4.jpg HTTP/1.1" 200 35373
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:04 +0900] "GET /project/hodu/board/item/item-category?page=2&range=1&item_type=% HTTP/1.1" 200 24519
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:04 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:04 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:04 +0900] "GET /project/upload/Thumbnail/0d36bc32-8d5a-41a8-ad53-c5b763acb85e20.jpeg HTTP/1.1" 200 97207
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:04 +0900] "GET /project/upload/Thumbnail/1db0ca42-11a4-4f42-8a3b-b4ecbbdbe27824.jpg HTTP/1.1" 200 89370
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:04 +0900] "GET /project/upload/member/99449f7a-1d8f-4735-8ab6-700d9e514fd0mem13.jpg HTTP/1.1" 200 9347
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:12 +0900] "GET /project/hodu/board/item/item-category?page=1&range=1&item_type=% HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:12 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:37:12 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:38:51 +0900] "GET /project/hodu/board/item/item-category?page=1&range=1&item_type=% HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:38:51 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:38:51 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:04 +0900] "GET /project/hodu/board/item/item-category?page=2&range=1&item_type=% HTTP/1.1" 200 24519
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:04 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:04 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:04 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:08 +0900] "GET /project/hodu/board/item/item-category?page=1&range=1&item_type=% HTTP/1.1" 200 25695
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:08 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:08 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/hodu/board/item/item-detail/?item_code=64 HTTP/1.1" 200 18329
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/vendor/jquery/jquery.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/css/item-detail.css HTTP/1.1" 200 15123
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/js/jquery.backstretch.min.js HTTP/1.1" 200 4233
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/js/jquery.min.js HTTP/1.1" 200 93100
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/js/jquery.flexslider.min.js HTTP/1.1" 200 21540
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/image_slide/templatemo-bg-2.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/image_slide/templatemo-bg-1.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/js/templatemo_script.js HTTP/1.1" 200 4387
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/image_slide/templatemo-bg-3.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/image_slide/templatemo-bg-4.jpg HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [15/Mar/2021:11:39:12 +0900] "GET /project/resources/assets_detail/image_slide/templatemo-bg-5.jpg HTTP/1.1" 404 721
